"date","name","category","value","color","logo"
"2009-01-01","Amazon","Technology","7858","#7f7f7f",
"2009-01-01","L'Or?al","FMCG","7748","#d62728",
"2009-01-01","Accenture","Business Services","7710","#2ca02c",
"2009-01-01","eBay","Retail","7350","#c49c94",
"2009-01-01","Siemens","Diversified","7308","#dbdb8d",
"2009-01-01","Heinz","FMCG","7244","#9467bd",
"2009-01-01","Ford","Automotive","7005","#e377c2",
"2009-01-01","Zara","Apparel","6789","#9467bd",
"2009-01-01","Wrigley","FMCG","6731","#aec7e8",
"2009-01-01","Colgate","FMCG","6550","#17becf",
"2009-01-01","AXA","Financial Services","6525","#ffbb78",
"2009-01-01","MTV","Media","6523","#f7b6d2",
"2009-01-01","Volkswagen","Automotive","6484","#aec7e8",
"2009-01-01","Xerox","Business Services","6431","#e377c2",
"2009-01-01","Morgan Stanley","Financial Services","6399","#1f77b4",
"2009-01-01","Nestl?","FMCG","6319","#9467bd",
"2009-01-01","Chanel","Luxury","6040","#ffbb78",
"2009-01-01","Danone","FMCG","5960","#8c564b",
"2009-01-01","KFC","Restaurants","5722","#9467bd",
"2009-01-01","adidas","Sporting Goods","5397","#98df8a",
"2009-01-01","BlackBerry","Electronics","5138","#c49c94",
"2009-01-01","Yahoo!","Media","5111","#c7c7c7",
"2009-01-01","Audi","Automotive","5010","#c7c7c7",
"2009-01-01","Caterpillar","Diversified","5004","#e377c2",
"2009-01-01","Avon","FMCG","4917","#e377c2",
"2009-01-01","Rolex","Luxury","4609","#c5b0d5",
"2009-01-01","Hyundai","Automotive","4604","#8c564b",
"2009-01-01","Herm?s","Luxury","4598","#ffbb78",
"2009-01-01","Kleenex","FMCG","4404","#9467bd",
"2009-01-01","UBS","Financial Services","4370","#c5b0d5",
"2009-01-01","Harley-Davidson","Automotive","4337","#d62728",
"2009-01-01","Porsche","Automotive","4234","#f7b6d2",
"2009-01-01","Panasonic","Electronics","4225","#ff9896",
"2009-01-01","Tiffany & Co.","Luxury","4000","#98df8a",
"2009-01-01","Cartier","Luxury","3968","#9edae5",
"2009-01-01","Gap","Apparel","3922","#bcbd22",
"2009-01-01","Pizza Hut","Restaurants","3876","#2ca02c",
"2009-01-01","Johnson & Johnson","FMCG","3847","#7f7f7f",
"2009-01-01","Allianz","Financial Services","3831","#98df8a",
"2009-01-01","Mo?t & Chandon","Alcohol","3754","#dbdb8d",
"2009-01-01","BP","Energy","3716","#c7c7c7",
"2009-01-01","Smirnoff","Alcohol","3698","#ff7f0e",
"2009-01-01","Duracell","FMCG","3563","#1f77b4",
"2009-01-01","Nivea","FMCG","3557","#c49c94",
"2009-01-01","Prada","Luxury","3530","#bcbd22",
"2009-01-01","Ferrari","Automotive","3527","#f7b6d2",
"2009-01-01","Armani","Luxury","3303","#17becf",
"2009-01-01","Starbucks","Restaurants","3263","#ffbb78",
"2009-01-01","Lanc?me","FMCG","3235","#9edae5",
"2009-01-01","Shell","Energy","3228","#9edae5",
"2009-01-01","Burger King","Restaurants","3223","#1f77b4",
"2009-01-01","Visa","Financial Services","3170","#dbdb8d",
"2009-01-01","Adobe","Business Services","3161","#1f77b4",
"2009-01-01","Lexus","Automotive","3158","#bcbd22",
"2009-01-01","Puma","Sporting Goods","3154","#ff7f0e",
"2009-01-01","Burberry","Luxury","3095","#17becf",
"2009-01-01","Ralph Lauren","Apparel","3094","#8c564b",
"2009-01-01","Campbell's","FMCG","3081","#2ca02c",
"2008-01-01","Coca-Cola","Beverages","66667","#1f77b4",
"2008-01-01","IBM","Business Services","59031","#2ca02c",
"2008-01-01","Microsoft","Technology","59007","#ff7f0e",
"2008-01-01","GE","Diversified","53086","#8c564b",
"2008-01-01","Nokia","Technology","35942","#9467bd",
"2008-01-01","Toyota","Automotive","34050","#c5b0d5",
"2008-01-01","Intel","Technology","31261","#d62728",
"2008-01-01","McDonald's","Restaurants","31049","#bcbd22",
"2008-01-01","Disney","Media","29251","#7f7f7f",
"2008-01-01","Google","Technology","25590","#2ca02c",
"2008-01-01","Mercedes-Benz","Automotive","25577","#ffbb78",
"2008-01-01","HP","Electronics","23509","#98df8a",
"2008-01-01","BMW","Automotive","23298","#2ca02c",
"2008-01-01","Gillette","FMCG","22689","#f7b6d2",
"2008-01-01","American Express","Financial Services","21940","#dbdb8d",
"2008-01-01","Louis Vuitton","Luxury","21602","#ff9896",
"2008-01-01","Cisco","Business Services","21306","#ff9896",
"2008-01-01","Marlboro","Tobacco","21300","#aec7e8",
"2008-01-01","Citi","Financial Services","20174","#c49c94",
"2008-01-01","Honda","Automotive","19079","#9edae5",
"2008-01-01","Samsung","Technology","17689","#2ca02c",
"2008-01-01","H&M","Apparel","13840","#ff9896",
"2008-01-01","Oracle","Business Services","13831","#f7b6d2",
"2008-01-01","Apple","Technology","13724","#c49c94",
"2008-01-01","Sony","Electronics","13583","#c7c7c7",
"2008-01-01","Pepsi","Beverages","13249","#c5b0d5",
"2008-01-01","HSBC","Financial Services","13143","#aec7e8",
"2008-01-01","NESCAF?","Beverages","13056","#ff7f0e",
"2008-01-01","Nike","Sporting Goods","12672","#17becf",
"2008-01-01","UPS","Logistics","12621","#ff7f0e",
"2008-01-01","SAP","Business Services","12228","#dbdb8d",
"2008-01-01","Dell","Electronics","11695","#7f7f7f",
"2008-01-01","Budweiser","Alcohol","11438","#8c564b",
"2008-01-01","Merrill Lynch","Financial Services","11399","#c49c94",
"2008-01-01","IKEA","Retail","10913","#9edae5",
"2008-01-01","Canon","Electronics","10876","#ff7f0e",
"2008-01-01","J.P. Morgan","Financial Services","10773","#ff7f0e",
"2008-01-01","Goldman Sachs","Financial Services","10331","#1f77b4",
"2008-01-01","Kellogg's","FMCG","9710","#98df8a",
"2008-01-01","Nintendo","Electronics","8772","#dbdb8d",
"2008-01-01","UBS","Financial Services","8740","#c5b0d5",
"2008-01-01","Morgan Stanley","Financial Services","8696","#1f77b4",
"2008-01-01","Philips","Electronics","8325","#ff7f0e",
"2008-01-01","Thomson Reuters","Media","8313","#c5b0d5",
"2008-01-01","Gucci","Luxury","8254","#d62728",
"2008-01-01","eBay","Retail","7991","#c49c94",
"2008-01-01","Accenture","Business Services","7948","#2ca02c",
"2008-01-01","Siemens","Diversified","7943","#dbdb8d",
"2008-01-01","Ford","Automotive","7896","#e377c2",
"2008-01-01","Harley-Davidson","Automotive","7609","#d62728",
"2008-01-01","L'Or?al","FMCG","7508","#d62728",
"2008-01-01","MTV","Media","7193","#f7b6d2",
"2008-01-01","Volkswagen","Automotive","7047","#aec7e8",
"2008-01-01","AIG","Financial Services","7022","#aec7e8",
"2008-01-01","AXA","Financial Services","7001","#ffbb78",
"2008-01-01","Heinz","FMCG","6646","#9467bd",
"2008-01-01","Colgate","FMCG","6437","#17becf",
"2008-01-01","Amazon","Technology","6434","#7f7f7f",
"2008-01-01","Xerox","Business Services","6393","#e377c2",
"2008-01-01","Chanel","Luxury","6355","#ffbb78",
"2008-01-01","Wrigley","FMCG","6105","#aec7e8",
"2008-01-01","Zara","Apparel","5955","#9467bd",
"2008-01-01","Nestl?","FMCG","5592","#9467bd",
"2008-01-01","KFC","Restaurants","5582","#9467bd",
"2008-01-01","Yahoo!","Media","5496","#c7c7c7",
"2008-01-01","Danone","FMCG","5408","#8c564b",
"2008-01-01","Audi","Automotive","5407","#c7c7c7",
"2008-01-01","Caterpillar","Diversified","5288","#e377c2",
"2008-01-01","Avon","FMCG","5264","#e377c2",
"2008-01-01","adidas","Sporting Goods","5072","#98df8a",
"2008-01-01","Rolex","Luxury","4956","#c5b0d5",
"2008-01-01","Hyundai","Automotive","4846","#8c564b",
"2008-01-01","BlackBerry","Electronics","4802","#c49c94",
"2008-01-01","Kleenex","FMCG","4636","#9467bd",
"2008-01-01","Porsche","Automotive","4603","#f7b6d2",
"2008-01-01","Herm?s","Luxury","4575","#ffbb78",
"2008-01-01","Gap","Apparel","4357","#bcbd22",
"2008-01-01","Panasonic","Electronics","4281","#ff9896",
"2008-01-01","Cartier","Luxury","4236","#9edae5",
"2008-01-01","Tiffany & Co.","Luxury","4208","#98df8a",
"2008-01-01","Pizza Hut","Restaurants","4097","#2ca02c",
"2008-01-01","Allianz","Financial Services","4033","#98df8a",
"2008-01-01","Mo?t & Chandon","Alcohol","3951","#dbdb8d",
"2008-01-01","BP","Energy","3911","#c7c7c7",
"2008-01-01","Starbucks","Restaurants","3879","#ffbb78",
"2008-01-01","ING","Financial Services","3768","#dbdb8d",
"2008-01-01","Motorola","Electronics","3721","#bcbd22",
"2008-01-01","Duracell","FMCG","3682","#1f77b4",
"2008-01-01","Smirnoff","Alcohol","3590","#ff7f0e",
"2008-01-01","Lexus","Automotive","3588","#bcbd22",
"2008-01-01","Prada","Luxury","3585","#bcbd22",
"2008-01-01","Johnson & Johnson","FMCG","3582","#7f7f7f",
"2008-01-01","Ferrari","Automotive","3527","#f7b6d2",
"2008-01-01","Armani","Luxury","3526","#17becf",
"2008-01-01","Hennessy","Alcohol","3513","#98df8a",
"2008-01-01","Marriott","Hospitality","3502","#c7c7c7",
"2008-01-01","Shell","Energy","3471","#9edae5",
"2008-01-01","Nivea","FMCG","3401","#c49c94",
"2008-01-01","FedEx","Logistics","3359","#c5b0d5",
"2008-01-01","Visa","Financial Services","3338","#dbdb8d",
"2007-01-01","Coca-Cola","Beverages","65324","#1f77b4",
"2007-01-01","Microsoft","Technology","58709","#ff7f0e",
"2007-01-01","IBM","Business Services","57090","#2ca02c",
"2007-01-01","GE","Diversified","51569","#8c564b",
"2007-01-01","Nokia","Technology","33696","#9467bd",
"2007-01-01","Toyota","Automotive","32070","#c5b0d5",
"2007-01-01","Intel","Technology","30954","#d62728",
"2007-01-01","McDonald's","Restaurants","29398","#bcbd22",
"2007-01-01","Disney","Media","29210","#7f7f7f",
"2007-01-01","Mercedes-Benz","Automotive","23568","#ffbb78",
"2007-01-01","Citi","Financial Services","23442","#c49c94",
"2007-01-01","HP","Electronics","22197","#98df8a",
"2007-01-01","BMW","Automotive","21612","#2ca02c",
"2007-01-01","Marlboro","Tobacco","21282","#aec7e8",
"2007-01-01","American Express","Financial Services","20827","#dbdb8d",
"2007-01-01","Gillette","FMCG","20415","#f7b6d2",
"2007-01-01","Louis Vuitton","Luxury","20321","#ff9896",
"2007-01-01","Cisco","Business Services","19099","#ff9896",
"2007-01-01","Honda","Automotive","17998","#9edae5",
"2007-01-01","Google","Technology","17837","#2ca02c",
"2007-01-01","Samsung","Technology","16853","#2ca02c",
"2007-01-01","Merrill Lynch","Financial Services","14343","#c49c94",
"2007-01-01","HSBC","Financial Services","13563","#aec7e8",
"2007-01-01","NESCAF?","Beverages","12950","#ff7f0e",
"2007-01-01","Sony","Electronics","12907","#c7c7c7",
"2007-01-01","Pepsi","Beverages","12888","#c5b0d5",
"2007-01-01","Oracle","Business Services","12448","#f7b6d2",
"2007-01-01","UPS","Logistics","12013","#ff7f0e",
"2007-01-01","Nike","Sporting Goods","12003","#17becf",
"2007-01-01","Budweiser","Alcohol","11652","#8c564b",
"2007-01-01","Dell","Electronics","11554","#7f7f7f",
"2007-01-01","J.P. Morgan","Financial Services","11433","#ff7f0e",
"2007-01-01","Apple","Technology","11037","#c49c94",
"2007-01-01","SAP","Business Services","10850","#dbdb8d",
"2007-01-01","Goldman Sachs","Financial Services","10663","#1f77b4",
"2007-01-01","Canon","Electronics","10581","#ff7f0e",
"2007-01-01","Morgan Stanley","Financial Services","10340","#1f77b4",
"2007-01-01","IKEA","Retail","10087","#9edae5",
"2007-01-01","UBS","Financial Services","9838","#c5b0d5",
"2007-01-01","Kellogg's","FMCG","9341","#98df8a",
"2007-01-01","Ford","Automotive","8982","#e377c2",
"2007-01-01","Philips","Electronics","7741","#ff7f0e",
"2007-01-01","Siemens","Diversified","7737","#dbdb8d",
"2007-01-01","Nintendo","Electronics","7730","#dbdb8d",
"2007-01-01","Harley-Davidson","Automotive","7718","#d62728",
"2007-01-01","Gucci","Luxury","7697","#d62728",
"2007-01-01","AIG","Financial Services","7490","#aec7e8",
"2007-01-01","eBay","Retail","7456","#c49c94",
"2007-01-01","AXA","Financial Services","7327","#ffbb78",
"2007-01-01","Accenture","Business Services","7296","#2ca02c",
"2007-01-01","L'Or?al","FMCG","7045","#d62728",
"2007-01-01","MTV","Media","6907","#f7b6d2",
"2007-01-01","Heinz","FMCG","6544","#9467bd",
"2007-01-01","Volkswagen","Automotive","6511","#aec7e8",
"2007-01-01","Yahoo!","Media","6067","#c7c7c7",
"2007-01-01","Xerox","Business Services","6050","#e377c2",
"2007-01-01","Colgate","FMCG","6025","#17becf",
"2007-01-01","Chanel","Luxury","5830","#ffbb78",
"2007-01-01","Wrigley","FMCG","5777","#aec7e8",
"2007-01-01","KFC","Restaurants","5682","#9467bd",
"2007-01-01","Gap","Apparel","5481","#bcbd22",
"2007-01-01","Amazon","Technology","5411","#7f7f7f",
"2007-01-01","Nestl?","FMCG","5314","#9467bd",
"2007-01-01","Zara","Apparel","5165","#9467bd",
"2007-01-01","Avon","FMCG","5103","#e377c2",
"2007-01-01","Caterpillar","Diversified","5059","#e377c2",
"2007-01-01","Danone","FMCG","5019","#8c564b",
"2007-01-01","Audi","Automotive","4866","#c7c7c7",
"2007-01-01","adidas","Sporting Goods","4767","#98df8a",
"2007-01-01","Kleenex","FMCG","4600","#9467bd",
"2007-01-01","Rolex","Luxury","4589","#c5b0d5",
"2007-01-01","Hyundai","Automotive","4453","#8c564b",
"2007-01-01","Herm?s","Luxury","4255","#ffbb78",
"2007-01-01","Pizza Hut","Restaurants","4254","#2ca02c",
"2007-01-01","Porsche","Automotive","4235","#f7b6d2",
"2007-01-01","Reuters","Media","4197","#8c564b",
"2007-01-01","Motorola","Electronics","4149","#bcbd22",
"2007-01-01","Panasonic","Electronics","4135","#ff9896",
"2007-01-01","Tiffany & Co.","Luxury","4003","#98df8a",
"2007-01-01","Allianz","Financial Services","3957","#98df8a",
"2007-01-01","ING","Financial Services","3880","#dbdb8d",
"2007-01-01","Kodak","Electronics","3874","#d62728",
"2007-01-01","Cartier","Luxury","3852","#9edae5",
"2007-01-01","BP","Energy","3794","#c7c7c7",
"2007-01-01","Mo?t & Chandon","Alcohol","3739","#dbdb8d",
"2007-01-01","Kraft","FMCG","3732","#17becf",
"2007-01-01","Hennessy","Alcohol","3638","#98df8a",
"2007-01-01","Starbucks","Restaurants","3631","#ffbb78",
"2007-01-01","Duracell","FMCG","3605","#1f77b4",
"2007-01-01","Johnson & Johnson","FMCG","3445","#7f7f7f",
"2007-01-01","Smirnoff","Alcohol","3379","#ff7f0e",
"2007-01-01","Lexus","Automotive","3354","#bcbd22",
"2007-01-01","Shell","Energy","3331","#9edae5",
"2007-01-01","Prada","Luxury","3286","#bcbd22",
"2007-01-01","Burberry","Luxury","3221","#17becf",
"2007-01-01","Nivea","FMCG","3116","#c49c94",
"2007-01-01","LG","Electronics","3100","#7f7f7f",
"2007-01-01","Nissan","Automotive","3072","#ff9896",
"2007-01-01","Ralph Lauren","Apparel","3046","#8c564b",
"2007-01-01","Hertz","Automotive","3026","#c49c94",
"2006-01-01","Coca-Cola","Beverages","67000","#1f77b4",
"2006-01-01","Microsoft","Technology","56926","#ff7f0e",
"2006-01-01","IBM","Business Services","56201","#2ca02c",
"2006-01-01","GE","Diversified","48907","#8c564b",
"2006-01-01","Intel","Technology","32319","#d62728",
"2006-01-01","Nokia","Technology","30131","#9467bd",
"2006-01-01","Toyota","Automotive","27941","#c5b0d5",
"2006-01-01","Disney","Media","27848","#7f7f7f",
"2006-01-01","McDonald's","Restaurants","27501","#bcbd22",
"2006-01-01","Mercedes-Benz","Automotive","21795","#ffbb78",
"2006-01-01","Citi","Financial Services","21458","#c49c94",
"2006-01-01","Marlboro","Tobacco","21350","#aec7e8",
"2006-01-01","HP","Electronics","20458","#98df8a",
"2006-01-01","American Express","Financial Services","19641","#dbdb8d",
"2006-01-01","BMW","Automotive","19617","#2ca02c",
"2006-01-01","Gillette","FMCG","19579","#f7b6d2",
"2006-01-01","Louis Vuitton","Luxury","17606","#ff9896",
"2006-01-01","Cisco","Business Services","17532","#ff9896",
"2006-01-01","Honda","Automotive","17049","#9edae5",
"2006-01-01","Samsung","Technology","16169","#2ca02c",
"2006-01-01","Merrill Lynch","Financial Services","13001","#c49c94",
"2006-01-01","Pepsi","Beverages","12690","#c5b0d5",
"2006-01-01","NESCAF?","Beverages","12507","#ff7f0e",
"2006-01-01","Google","Technology","12376","#2ca02c",
"2006-01-01","Dell","Electronics","12256","#7f7f7f",
"2006-01-01","Sony","Electronics","11695","#c7c7c7",
"2006-01-01","Budweiser","Alcohol","11662","#8c564b",
"2006-01-01","HSBC","Financial Services","11622","#aec7e8",
"2006-01-01","Oracle","Business Services","11459","#f7b6d2",
"2006-01-01","Ford","Automotive","11056","#e377c2",
"2006-01-01","Nike","Sporting Goods","10897","#17becf",
"2006-01-01","UPS","Logistics","10712","#ff7f0e",
"2006-01-01","J.P. Morgan","Financial Services","10205","#ff7f0e",
"2006-01-01","SAP","Business Services","10007","#dbdb8d",
"2006-01-01","Canon","Electronics","9968","#ff7f0e",
"2006-01-01","Morgan Stanley","Financial Services","9762","#1f77b4",
"2006-01-01","Goldman Sachs","Financial Services","9640","#1f77b4",
"2006-01-01","Pfizer","Pharmaceuticals","9591","#9edae5",
"2006-01-01","Apple","Technology","9130","#c49c94",
"2006-01-01","Kellogg's","FMCG","8776","#98df8a",
"2006-01-01","IKEA","Retail","8763","#9edae5",
"2006-01-01","UBS","Financial Services","8734","#c5b0d5",
"2006-01-01","Novartis","Pharmaceuticals","7880","#d62728",
"2006-01-01","Siemens","Diversified","7828","#dbdb8d",
"2006-01-01","Harley-Davidson","Automotive","7739","#d62728",
"2006-01-01","Gucci","Luxury","7158","#d62728",
"2006-01-01","eBay","Retail","6755","#c49c94",
"2006-01-01","Philips","Electronics","6730","#ff7f0e",
"2006-01-01","Accenture","Business Services","6728","#2ca02c",
"2006-01-01","MTV","Media","6627","#f7b6d2",
"2006-01-01","Nintendo","Electronics","6559","#dbdb8d",
"2006-01-01","Gap","Apparel","6416","#bcbd22",
"2006-01-01","L'Or?al","FMCG","6392","#d62728",
"2006-01-01","Heinz","FMCG","6223","#9467bd",
"2006-01-01","Yahoo!","Media","6056","#c7c7c7",
"2006-01-01","Volkswagen","Automotive","6032","#aec7e8",
"2006-01-01","Xerox","Business Services","5918","#e377c2",
"2006-01-01","Colgate","FMCG","5633","#17becf",
"2006-01-01","Wrigley","FMCG","5449","#aec7e8",
"2006-01-01","KFC","Restaurants","5350","#9467bd",
"2006-01-01","Chanel","Luxury","5156","#ffbb78",
"2006-01-01","Avon","FMCG","5040","#e377c2",
"2006-01-01","Nestl?","FMCG","4932","#9467bd",
"2006-01-01","Kleenex","FMCG","4842","#9467bd",
"2006-01-01","Amazon","Technology","4707","#7f7f7f",
"2006-01-01","Pizza Hut","Restaurants","4694","#2ca02c",
"2006-01-01","Danone","FMCG","4638","#8c564b",
"2006-01-01","Caterpillar","Diversified","4580","#e377c2",
"2006-01-01","Motorola","Electronics","4569","#bcbd22",
"2006-01-01","Kodak","Electronics","4406","#d62728",
"2006-01-01","adidas","Sporting Goods","4290","#98df8a",
"2006-01-01","Rolex","Luxury","4237","#c5b0d5",
"2006-01-01","Zara","Apparel","4235","#9467bd",
"2006-01-01","Audi","Automotive","4165","#c7c7c7",
"2006-01-01","Hyundai","Automotive","4078","#8c564b",
"2006-01-01","BP","Energy","4010","#c7c7c7",
"2006-01-01","Panasonic","Electronics","3977","#ff9896",
"2006-01-01","Reuters","Media","3961","#8c564b",
"2006-01-01","Kraft","FMCG","3943","#17becf",
"2006-01-01","Porsche","Automotive","3927","#f7b6d2",
"2006-01-01","Herm?s","Luxury","3854","#ffbb78",
"2006-01-01","Tiffany & Co.","Luxury","3819","#98df8a",
"2006-01-01","Duracell","FMCG","3576","#1f77b4",
"2006-01-01","Hennessy","Alcohol","3576","#98df8a",
"2006-01-01","ING","Financial Services","3474","#dbdb8d",
"2006-01-01","Cartier","Luxury","3360","#9edae5",
"2006-01-01","Mo?t & Chandon","Alcohol","3257","#dbdb8d",
"2006-01-01","Johnson & Johnson","FMCG","3193","#7f7f7f",
"2006-01-01","Shell","Energy","3173","#9edae5",
"2006-01-01","Nissan","Automotive","3108","#ff9896",
"2006-01-01","Starbucks","Restaurants","3099","#ffbb78",
"2006-01-01","Lexus","Automotive","3070","#bcbd22",
"2006-01-01","Smirnoff","Alcohol","3032","#ff7f0e",
"2006-01-01","LG","Electronics","3010","#7f7f7f",
"2006-01-01","Bulgari","Luxury","2875","#e377c2",
"2006-01-01","Prada","Luxury","2874","#bcbd22",
"2006-01-01","Burberry","Luxury","2783","#17becf",
"2006-01-01","Armani","Luxury","2783","#17becf",
"2006-01-01","Nivea","FMCG","2692","#c49c94",
"2006-01-01","Levi's","Apparel","2689","#aec7e8",
"2005-01-01","Coca-Cola","Beverages","67525","#1f77b4",
"2005-01-01","Microsoft","Technology","59941","#ff7f0e",
"2005-01-01","IBM","Business Services","53376","#2ca02c",
"2005-01-01","GE","Diversified","46996","#8c564b",
"2005-01-01","Intel","Technology","35588","#d62728",
"2005-01-01","Nokia","Technology","26452","#9467bd",
"2005-01-01","Disney","Media","26441","#7f7f7f",
"2005-01-01","McDonald's","Restaurants","26014","#bcbd22",
"2005-01-01","Toyota","Automotive","24837","#c5b0d5",
"2005-01-01","Marlboro","Tobacco","21189","#aec7e8",
"2005-01-01","Mercedes-Benz","Automotive","20006","#ffbb78",
"2005-01-01","Citi","Financial Services","19967","#c49c94",
"2005-01-01","HP","Electronics","18866","#98df8a",
"2005-01-01","American Express","Financial Services","18559","#dbdb8d",
"2005-01-01","Gillette","FMCG","17534","#f7b6d2",
"2005-01-01","BMW","Automotive","17126","#2ca02c",
"2005-01-01","Cisco","Business Services","16592","#ff9896",
"2005-01-01","Louis Vuitton","Luxury","16077","#ff9896",
"2005-01-01","Honda","Automotive","15788","#9edae5",
"2005-01-01","Samsung","Technology","14956","#2ca02c",
"2005-01-01","Dell","Electronics","13231","#7f7f7f",
"2005-01-01","Ford","Automotive","13159","#e377c2",
"2005-01-01","Pepsi","Beverages","12399","#c5b0d5",
"2005-01-01","NESCAF?","Beverages","12241","#ff7f0e",
"2005-01-01","Merrill Lynch","Financial Services","12018","#c49c94",
"2005-01-01","Budweiser","Alcohol","11878","#8c564b",
"2005-01-01","Oracle","Business Services","10887","#f7b6d2",
"2005-01-01","Sony","Electronics","10754","#c7c7c7",
"2005-01-01","HSBC","Financial Services","10429","#aec7e8",
"2005-01-01","Nike","Sporting Goods","10114","#17becf",
"2005-01-01","Pfizer","Pharmaceuticals","9981","#9edae5",
"2005-01-01","UPS","Logistics","9923","#ff7f0e",
"2005-01-01","Morgan Stanley","Financial Services","9777","#1f77b4",
"2005-01-01","J.P. Morgan","Financial Services","9455","#ff7f0e",
"2005-01-01","Canon","Electronics","9044","#ff7f0e",
"2005-01-01","SAP","Business Services","9006","#dbdb8d",
"2005-01-01","Goldman Sachs","Financial Services","8495","#1f77b4",
"2005-01-01","Google","Technology","8461","#2ca02c",
"2005-01-01","Kellogg's","FMCG","8306","#98df8a",
"2005-01-01","Gap","Apparel","8195","#bcbd22",
"2005-01-01","Apple","Technology","7985","#c49c94",
"2005-01-01","IKEA","Retail","7817","#9edae5",
"2005-01-01","Novartis","Pharmaceuticals","7746","#d62728",
"2005-01-01","UBS","Financial Services","7565","#c5b0d5",
"2005-01-01","Siemens","Diversified","7507","#dbdb8d",
"2005-01-01","Harley-Davidson","Automotive","7346","#d62728",
"2005-01-01","Heinz","FMCG","6932","#9467bd",
"2005-01-01","MTV","Media","6647","#f7b6d2",
"2005-01-01","Gucci","Luxury","6619","#d62728",
"2005-01-01","Nintendo","Electronics","6470","#dbdb8d",
"2005-01-01","Accenture","Business Services","6142","#2ca02c",
"2005-01-01","L'Or?al","FMCG","6005","#d62728",
"2005-01-01","Philips","Electronics","5901","#ff7f0e",
"2005-01-01","Xerox","Business Services","5705","#e377c2",
"2005-01-01","eBay","Retail","5701","#c49c94",
"2005-01-01","Volkswagen","Automotive","5617","#aec7e8",
"2005-01-01","Wrigley","FMCG","5543","#aec7e8",
"2005-01-01","Yahoo!","Media","5256","#c7c7c7",
"2005-01-01","Avon","FMCG","5213","#e377c2",
"2005-01-01","Colgate","FMCG","5186","#17becf",
"2005-01-01","KFC","Restaurants","5112","#9467bd",
"2005-01-01","Kodak","Electronics","4979","#d62728",
"2005-01-01","Pizza Hut","Restaurants","4963","#2ca02c",
"2005-01-01","Kleenex","FMCG","4922","#9467bd",
"2005-01-01","Chanel","Luxury","4778","#ffbb78",
"2005-01-01","Nestl?","FMCG","4744","#9467bd",
"2005-01-01","Danone","FMCG","4513","#8c564b",
"2005-01-01","Amazon","Technology","4248","#7f7f7f",
"2005-01-01","Kraft","FMCG","4238","#17becf",
"2005-01-01","Caterpillar","Diversified","4085","#e377c2",
"2005-01-01","adidas","Sporting Goods","4033","#98df8a",
"2005-01-01","Rolex","Luxury","3906","#c5b0d5",
"2005-01-01","Motorola","Electronics","3877","#bcbd22",
"2005-01-01","Reuters","Media","3866","#8c564b",
"2005-01-01","BP","Energy","3802","#c7c7c7",
"2005-01-01","Porsche","Automotive","3777","#f7b6d2",
"2005-01-01","Zara","Apparel","3730","#9467bd",
"2005-01-01","Panasonic","Electronics","3714","#ff9896",
"2005-01-01","Audi","Automotive","3686","#c7c7c7",
"2005-01-01","Duracell","FMCG","3679","#1f77b4",
"2005-01-01","Tiffany & Co.","Luxury","3618","#98df8a",
"2005-01-01","Herm?s","Luxury","3540","#ffbb78",
"2005-01-01","Hertz","Automotive","3521","#c49c94",
"2005-01-01","Hyundai","Automotive","3480","#8c564b",
"2005-01-01","Nissan","Automotive","3203","#ff9896",
"2005-01-01","Hennessy","Alcohol","3201","#98df8a",
"2005-01-01","ING","Financial Services","3177","#dbdb8d",
"2005-01-01","Smirnoff","Alcohol","3097","#ff7f0e",
"2005-01-01","Cartier","Luxury","3050","#9edae5",
"2005-01-01","Shell","Energy","3048","#9edae5",
"2005-01-01","Johnson & Johnson","FMCG","3040","#7f7f7f",
"2005-01-01","Mo?t & Chandon","Alcohol","2991","#dbdb8d",
"2005-01-01","Prada","Luxury","2760","#bcbd22",
"2005-01-01","Bulgari","Luxury","2715","#e377c2",
"2005-01-01","Armani","Luxury","2677","#17becf",
"2005-01-01","Levi's","Apparel","2655","#aec7e8",
"2005-01-01","LG","Electronics","2645","#7f7f7f",
"2005-01-01","Starbucks","Restaurants","2576","#ffbb78",
"2005-01-01","Nivea","FMCG","2576","#c49c94",
"2005-01-01","Heineken","Alcohol","2357","#d62728",
"2004-01-01","Coca-Cola","Beverages","67394","#1f77b4",
"2004-01-01","Microsoft","Technology","61372","#ff7f0e",
"2004-01-01","IBM","Business Services","53791","#2ca02c",
"2004-01-01","GE","Diversified","44111","#8c564b",
"2004-01-01","Intel","Technology","33499","#d62728",
"2004-01-01","Disney","Media","27113","#7f7f7f",
"2004-01-01","McDonald's","Restaurants","25001","#bcbd22",
"2004-01-01","Nokia","Technology","24041","#9467bd",
"2004-01-01","Toyota","Automotive","22673","#c5b0d5",
"2004-01-01","Marlboro","Tobacco","22128","#aec7e8",
"2004-01-01","Mercedes-Benz","Automotive","21331","#ffbb78",
"2004-01-01","HP","Electronics","20978","#98df8a",
"2004-01-01","Citi","Financial Services","19971","#c49c94",
"2004-01-01","American Express","Financial Services","17683","#dbdb8d",
"2004-01-01","Gillette","FMCG","16723","#f7b6d2",
"2004-01-01","Cisco","Business Services","15948","#ff9896",
"2004-01-01","BMW","Automotive","15886","#2ca02c",
"2004-01-01","Honda","Automotive","14874","#9edae5",
"2004-01-01","Ford","Automotive","14475","#e377c2",
